# Medžuslovjansky - inflected forms, standard orthography.
# GENERATED by build_keyman_wordlist.py - do not edit.
# source: main_isv.combined (f >= 100)
kultury	147
kulturě	147
prě	147
Britanija	147
Velika	147
hudožnik	147
anti	147
minuta	147
misija	147
vhod	147
posětiti	147
vratiti	147
kamo	146
bliže	146
metoda	146
tuta	146
tute	146
tuti	146
tutogo	146
tutoju	146
tutomu	146
tutu	146
tutyh	146
tutym	146
tutymi	146
Japonija	146
sedmice	146
tydnja	146
imenno	146
mogti	146
odtud	146
trava	146
kazati	146
kraj	146
kratko	146
sobstveny	146
termin	146
široky	146
nezaležno	146
gen	146
raketa	146
tradicija	146
pěsnej	146
pěsnjah	146
pěsnjam	146
pěsnjami	146
pěsnje	146
pěsnjeju	146
pěsnji	146
pěsnjo	146
pěsnju	146
okazyvaje	146
javu	146
maska	146
vesti	146
vojsko	146
napr	146
rědko	146
student	146
harakter	146
komanda	146
metal	146
region	146
priroda	146
prědpoložiteljno	146
učestničstvo	146
jesenj	146
kroka	146
krokah	146
krokam	146
krokami	146
krokom	146
krokov	146
kroku	146
kroky	146
kroče	146
skazati	146
televizija	146
vraženje	146
basen	146
dnevnik	146
utrom	146
vvedenje	146
žanr	146
aktivny	146
odsud	146
zima	146
jehati	146
pokromě	146
dějanja	146
transport	146
salon	146
tutčasno	146
vide	146
videa	146
videah	146
videam	146
videami	146
videom	146
videu	146
izkušenje	146
opera	146
ves	146
Armija	146
vliv	146
Črvena	146
albuma	146
albumah	146
albumam	146
albumami	146
albume	146
albumom	146
albumov	146
albumu	146
albumy	146
pisatelj	146
rěka	146
voz	146
pilot	146
prědmet	146
revolucija	146
ponad	146
čuvanje	146
nočeju	146
prijemnostju	146
vsakodenno	146
vsakodnevno	146
budžet	146
mehanizm	146
pojezd	146
sekretar	146
akademija	146
znak	146
knig	146
knigah	146
knigam	146
knigami	146
knigo	146
knigoju	146
knigu	146
knigy	146
knigě	146
pytanij	146
pytanja	146
pytanjah	146
pytanjam	146
pytanjami	146
pytanjem	146
pytanju	146
prodavati	145
kolikost	145
spisok	145
supruga	145
najde	145
najdeh	145
najdehmo	145
najdehu	145
najdem	145
najdemo	145
najdena	145
najdenje	145
najdeno	145
najdeny	145
najdeste	145
najdete	145
najdeš	145
najdeše	145
najdi	145
najdimo	145
najdite	145
najdoma	145
najdomo	145
najdomy	145
najdu	145
najdut	145
najduča	145
najduče	145
najduči	145
našel	145
naševša	145
naševše	145
naševši	145
našla	145
našli	145
našlo	145
plusa	145
plusah	145
plusam	145
plusami	145
pluse	145
plusom	145
plusov	145
plusu	145
plusy	145
smrtah	145
smrtam	145
smrtami	145
smrti	145
smrtij	145
smrtju	145
čelo	145
promysl	145
nezavisno	145
scenarij	145
inokogo	145
inokom	145
inokomu	145
inokym	145
minimum	145
moč	145
sozdati	145
šef	145
karta	145
nemnožko	145
obči	145
cikl	145
norma	145
sěmej	145
sěmjah	145
sěmjam	145
sěmjami	145
sěmje	145
sěmjeju	145
sěmji	145
sěmjo	145
sěmju	145
gradžan	145
gradžanin	145
rasa	145
tajna	145
nadějati	145
světovy	145
zeleny	145
Španija	145
polkovnik	145
milovati	145
děva	145
iskanje	145
svrhny	145
vysši	145
slědujuči	145
tank	145
zapravdu	145
žalj	145
prijatelj	145
svrh	145
gospod	145
tajnik	145
važno	145
ljudova	145
nula	145
planeta	145
čempionat	145
sot	145
sta	145
stah	145
stam	145
stami	145
stom	145
stu	145
načeti	145
věsti	145
barva	145
izigratelj	145
